Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/accounts/114559319058558738/follow,3,0,290.0,285.83538865981,160.50305499811657,410.90458500548266,292.0,0.0032615610008912524,0.0,290,290,410,410,410,410,410,410,410,410,410
GET,/api/v1/accounts/114559319058558738/followers,2,0,123.81740298587829,136.1483989894623,123.81740298587829,148.4793949930463,410.0,0.002174374000594168,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/api/v1/accounts/114559319058558738/following,7,0,160.0,192.97122000300857,141.07863800018094,325.85585600463673,1266.857142857143,0.007610309002079588,0.0,160,220,220,220,330,330,330,330,330,330,330
POST,/api/v1/accounts/114559319058558738/unfollow,3,0,210.0,321.5929940051865,153.55049900244921,597.4817690148484,294.0,0.0032615610008912524,0.0,210,210,600,600,600,600,600,600,600,600,600
POST,/api/v1/accounts/114559319098063404/follow,5,0,390.0,464.0942281926982,154.91283597657457,856.6307259898167,292.0,0.0054359350014854205,0.0,390,720,720,860,860,860,860,860,860,860,860
GET,/api/v1/accounts/114559319098063404/followers,10,0,190.0,276.7340399965178,129.88311899243854,719.6384010021575,821.2,0.010871870002970841,0.0,210,260,370,430,720,720,720,720,720,720,720
GET,/api/v1/accounts/114559319098063404/following,3,0,300.0,599.7677923490604,167.5196560099721,1331.3210620253813,1045.3333333333333,0.0032615610008912524,0.0,300,300,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/api/v1/accounts/114559319098063404/unfollow,5,0,320.0,526.5380266006105,154.16779700899497,1613.3480790012982,294.0,0.0054359350014854205,0.0,320,350,350,1600,1600,1600,1600,1600,1600,1600,1600
POST,/api/v1/accounts/114559319115345546/follow,3,0,210.0,311.9873026832162,155.65860501374118,565.5387680162676,292.0,0.0032615610008912524,0.0,210,210,570,570,570,570,570,570,570,570,570
GET,/api/v1/accounts/114559319115345546/followers,6,0,180.0,279.87896382789285,113.84453499340452,524.1484259895515,275.3333333333333,0.006523122001782505,0.0,210,210,520,520,520,520,520,520,520,520,520
GET,/api/v1/accounts/114559319115345546/following,8,0,140.0,202.46034937736113,125.45843300176784,615.2051580138505,302.125,0.008697496002376673,0.0,140,150,190,190,620,620,620,620,620,620,620
POST,/api/v1/accounts/114559319115345546/unfollow,3,0,160.0,165.09893467688622,144.66367100249045,194.6680520195514,294.0,0.0032615610008912524,0.0,160,160,190,190,190,190,190,190,190,190,190
POST,/api/v1/accounts/114559319149861030/follow,3,0,510.0,440.8623186657981,225.26763199130073,591.5426790015772,292.0,0.0032615610008912524,0.0,510,510,590,590,590,590,590,590,590,590,590
GET,/api/v1/accounts/114559319149861030/followers,9,0,190.0,252.42946511005155,127.66079499851912,561.0055220022332,907.6666666666666,0.009784683002673756,0.0,190,210,270,450,560,560,560,560,560,560,560
GET,/api/v1/accounts/114559319149861030/following,10,0,230.0,365.27910440345295,145.31203702790663,1431.143833004171,3486.2,0.010871870002970841,0.0,290,300,360,370,1400,1400,1400,1400,1400,1400,1400
POST,/api/v1/accounts/114559319149861030/unfollow,3,0,440.0,588.3030276745558,321.4892969990615,1003.5725680063479,294.0,0.0032615610008912524,0.0,440,440,1000,1000,1000,1000,1000,1000,1000,1000,1000
POST,/api/v1/accounts/114559319184750125/follow,2,0,300.0,774.6534699981567,299.4862199993804,1249.820719996933,292.0,0.002174374000594168,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/v1/accounts/114559319184750125/followers,3,0,150.0,171.54367867624387,127.60171201080084,239.09327501314692,2.0,0.0032615610008912524,0.0,150,150,240,240,240,240,240,240,240,240,240
GET,/api/v1/accounts/114559319184750125/following,6,0,160.0,284.56461483438034,140.99740801611915,712.8431779856328,2255.1666666666665,0.006523122001782505,0.0,220,220,330,330,710,710,710,710,710,710,710
POST,/api/v1/accounts/114559319184750125/unfollow,2,0,621.973113011336,641.3195524946786,621.973113011336,660.6659919780213,294.0,0.002174374000594168,0.0,660,660,660,660,660,660,660,660,660,660,660
GET,/api/v1/accounts/114559319220312241/followers,4,0,160.0,209.01928925013635,129.6782929857727,300.8146799984388,2.0,0.004348748001188336,0.0,250,250,300,300,300,300,300,300,300,300,300
GET,/api/v1/accounts/114559319220312241/following,6,0,230.0,419.65059599412297,136.90118299564347,903.6378930031788,1999.1666666666667,0.006523122001782505,0.0,410,410,650,650,900,900,900,900,900,900,900
POST,/api/v1/accounts/114559319253925113/follow,2,0,152.67200200469233,312.20487599784974,152.67200200469233,471.73774999100715,292.0,0.002174374000594168,0.0,470,470,470,470,470,470,470,470,470,470,470
GET,/api/v1/accounts/114559319253925113/followers,7,0,260.0,406.8984472874685,125.31482000485994,1173.68282598909,469.14285714285717,0.007610309002079588,0.0,260,270,660,660,1200,1200,1200,1200,1200,1200,1200
GET,/api/v1/accounts/114559319253925113/following,5,0,180.0,210.44376239879057,141.39843900920823,338.2120830065105,1638.8,0.0054359350014854205,0.0,180,250,250,340,340,340,340,340,340,340,340
POST,/api/v1/accounts/114559319253925113/unfollow,2,0,143.65626897779293,169.07205247844104,143.65626897779293,194.48783597908914,294.0,0.002174374000594168,0.0,190,190,190,190,190,190,190,190,190,190,190
POST,/api/v1/accounts/114559319286617164/follow,4,0,520.0,543.9117762507522,249.21758699929342,842.8225749812555,292.0,0.004348748001188336,0.0,560,560,840,840,840,840,840,840,840,840,840
GET,/api/v1/accounts/114559319286617164/followers,5,0,190.0,249.47456679074094,153.71899597812444,435.5643989983946,165.0,0.0054359350014854205,0.0,190,280,280,440,440,440,440,440,440,440,440
GET,/api/v1/accounts/114559319286617164/following,10,0,210.0,408.2798107090639,127.64294899534434,1124.1480309981853,2801.6,0.010871870002970841,0.0,370,450,480,830,1100,1100,1100,1100,1100,1100,1100
POST,/api/v1/accounts/114559319286617164/unfollow,4,0,460.0,932.0833707461134,134.84262899146415,1904.0251039841678,294.0,0.004348748001188336,0.0,1200,1200,1900,1900,1900,1900,1900,1900,1900,1900,1900
POST,/api/v1/accounts/114559319318338620/follow,2,0,140.0,447.2336799954064,136.20739997713827,758.2599600136746,292.0,0.002174374000594168,0.0,760,760,760,760,760,760,760,760,760,760,760
GET,/api/v1/accounts/114559319318338620/followers,8,0,150.0,282.8114310032106,129.63251999462955,979.6199230186176,207.875,0.008697496002376673,0.0,160,180,360,360,980,980,980,980,980,980,980
GET,/api/v1/accounts/114559319318338620/following,9,0,150.0,238.3202173320266,136.80195499910042,511.6849099867977,2012.4444444444443,0.009784683002673756,0.0,150,210,240,460,510,510,510,510,510,510,510
POST,/api/v1/accounts/114559319318338620/unfollow,2,0,140.0,295.25878150889184,136.903965001693,453.6135980160907,294.0,0.002174374000594168,0.0,450,450,450,450,450,450,450,450,450,450,450
GET,/api/v1/accounts/114559319346189991/followers,6,0,180.0,204.65026999590918,121.10231799306348,316.59459799993783,2.0,0.006523122001782505,0.0,190,190,260,260,320,320,320,320,320,320,320
GET,/api/v1/accounts/114559319346189991/following,8,0,150.0,266.7052142533066,127.59647300117649,613.817409001058,2087.5,0.008697496002376673,0.0,180,360,430,430,610,610,610,610,610,610,610
POST,/api/v1/accounts/114559319376539101/follow,2,0,150.0,285.12253900407813,146.7405800067354,423.50449800142087,292.0,0.002174374000594168,0.0,420,420,420,420,420,420,420,420,420,420,420
GET,/api/v1/accounts/114559319376539101/followers,5,0,150.0,206.88634139951319,126.14998401841149,394.1708979837131,659.4,0.0054359350014854205,0.0,150,230,230,390,390,390,390,390,390,390,390
GET,/api/v1/accounts/114559319376539101/following,7,0,180.0,457.7285697159823,132.34101599664427,1807.8531439823564,921.4285714285714,0.007610309002079588,0.0,180,200,590,590,1800,1800,1800,1800,1800,1800,1800
POST,/api/v1/accounts/114559319376539101/unfollow,2,0,1800.0,1938.5533179884078,1756.1160549812485,2120.990580995567,294.0,0.002174374000594168,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
POST,/api/v1/accounts/114559319397735028/follow,4,0,180.0,544.4015694956761,135.31795900780708,1347.9890690068714,292.0,0.004348748001188336,0.0,520,520,1300,1300,1300,1300,1300,1300,1300,1300,1300
GET,/api/v1/accounts/114559319397735028/followers,5,0,140.0,179.4959699967876,122.86152600427158,257.1899159811437,328.2,0.0054359350014854205,0.0,140,250,250,260,260,260,260,260,260,260,260
GET,/api/v1/accounts/114559319397735028/following,6,0,200.0,278.5250506616042,124.38468699110672,739.5886659796815,137.5,0.006523122001782505,0.0,210,210,250,250,740,740,740,740,740,740,740
POST,/api/v1/accounts/114559319397735028/unfollow,4,0,170.0,687.2663294925587,162.0050609926693,2171.347536990652,294.0,0.004348748001188336,0.0,250,250,2200,2200,2200,2200,2200,2200,2200,2200,2200
POST,/api/v1/accounts/114559319435260569/follow,3,0,450.0,1019.6528193482663,223.02989300806075,2385.7015420217067,292.0,0.0032615610008912524,0.0,450,450,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,/api/v1/accounts/114559319435260569/followers,6,0,170.0,218.82473266062638,127.71070000599138,438.0241470062174,409.6666666666667,0.006523122001782505,0.0,210,210,230,230,440,440,440,440,440,440,440
GET,/api/v1/accounts/114559319435260569/following,1,0,208.90266698552296,208.90266698552296,208.90266698552296,208.90266698552296,2362.0,0.001087187000297084,0.0,210,210,210,210,210,210,210,210,210,210,210
POST,/api/v1/accounts/114559319435260569/unfollow,3,0,580.0,989.7607023497889,334.76246302598156,2058.9999390067533,294.0,0.0032615610008912524,0.0,580,580,2100,2100,2100,2100,2100,2100,2100,2100,2100
POST,/api/v1/accounts/114559319457222277/follow,1,0,544.3705880024936,544.3705880024936,544.3705880024936,544.3705880024936,292.0,0.001087187000297084,0.0,540,540,540,540,540,540,540,540,540,540,540
GET,/api/v1/accounts/114559319457222277/followers,2,0,128.5854890011251,126.88891749712639,125.19234599312767,128.5854890011251,2.0,0.002174374000594168,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/api/v1/accounts/114559319457222277/following,12,0,220.0,339.72607849621755,117.56742000579834,827.6781029999256,1810.0,0.01304624400356501,0.0,220,250,630,630,780,830,830,830,830,830,830
POST,/api/v1/accounts/114559319457222277/unfollow,1,0,1887.1601599967107,1887.1601599967107,1887.1601599967107,1887.1601599967107,294.0,0.001087187000297084,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
POST,/api/v1/accounts/114559319489410197/follow,1,0,340.21829199627973,340.21829199627973,340.21829199627973,340.21829199627973,292.0,0.001087187000297084,0.0,340,340,340,340,340,340,340,340,340,340,340
GET,/api/v1/accounts/114559319489410197/followers,8,0,160.0,240.97001475456636,123.73487098375335,512.1182040020358,103.875,0.008697496002376673,0.0,180,200,470,470,510,510,510,510,510,510,510
GET,/api/v1/accounts/114559319489410197/following,7,0,200.0,360.69729342956896,146.97068301029503,814.0482179878745,1505.7142857142858,0.007610309002079588,0.0,200,260,750,750,810,810,810,810,810,810,810
POST,/api/v1/accounts/114559319489410197/unfollow,1,0,219.84060600516386,219.84060600516386,219.84060600516386,219.84060600516386,294.0,0.001087187000297084,0.0,220,220,220,220,220,220,220,220,220,220,220
POST,/api/v1/accounts/114559319534327445/follow,3,0,360.0,314.66836000133,193.13927899929695,395.54981200490147,292.0,0.0032615610008912524,0.0,360,360,400,400,400,400,400,400,400,400,400
GET,/api/v1/accounts/114559319534327445/followers,6,0,220.0,405.45899533026386,124.65468602022156,1306.5343089983799,138.0,0.006523122001782505,0.0,270,270,340,340,1300,1300,1300,1300,1300,1300,1300
GET,/api/v1/accounts/114559319534327445/following,4,0,360.0,397.3574492483749,131.3364969973918,644.3574579898268,3373.0,0.004348748001188336,0.0,460,460,640,640,640,640,640,640,640,640,640
POST,/api/v1/accounts/114559319534327445/unfollow,3,0,570.0,949.5342593387855,175.44129202724434,2099.669138988247,294.0,0.0032615610008912524,0.0,570,570,2100,2100,2100,2100,2100,2100,2100,2100,2100
POST,/api/v1/accounts/114559319563854967/follow,3,0,200.0,518.4960569992351,155.04899399820715,1204.567666980438,292.0,0.0032615610008912524,0.0,200,200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/v1/accounts/114559319563854967/followers,10,0,140.0,289.62760039721616,128.8298909785226,944.4993779761717,656.6,0.010871870002970841,0.0,220,290,300,470,940,940,940,940,940,940,940
GET,/api/v1/accounts/114559319563854967/following,9,0,240.0,282.2721242264379,126.16799998795614,582.9252699913923,359.0,0.009784683002673756,0.0,240,300,340,410,580,580,580,580,580,580,580
POST,/api/v1/accounts/114559319563854967/unfollow,3,0,2100.0,1715.3661993409817,832.5067780097015,2236.8946200003847,294.0,0.0032615610008912524,0.0,2100,2100,2200,2200,2200,2200,2200,2200,2200,2200,2200
POST,/api/v1/accounts/114559319589111836/follow,2,0,190.8209309913218,488.636468508048,190.8209309913218,786.4520060247742,292.0,0.002174374000594168,0.0,790,790,790,790,790,790,790,790,790,790,790
GET,/api/v1/accounts/114559319589111836/followers,6,0,230.0,440.2497143358535,188.25790198752657,1252.0169010094833,2.0,0.006523122001782505,0.0,240,240,530,530,1300,1300,1300,1300,1300,1300,1300
GET,/api/v1/accounts/114559319589111836/following,9,0,250.0,400.7828409990503,120.62910301028751,1024.5662429952063,2341.222222222222,0.009784683002673756,0.0,250,320,720,760,1000,1000,1000,1000,1000,1000,1000
POST,/api/v1/accounts/114559319589111836/unfollow,2,0,140.0,336.9333614973584,137.3902279883623,536.4764950063545,294.0,0.002174374000594168,0.0,540,540,540,540,540,540,540,540,540,540,540
POST,/api/v1/accounts/114559319628826693/follow,2,0,174.38161600148305,519.5001645042794,174.38161600148305,864.6187130070757,292.0,0.002174374000594168,0.0,860,860,860,860,860,860,860,860,860,860,860
GET,/api/v1/accounts/114559319628826693/followers,5,0,150.0,233.4604549978394,117.25139198824763,592.5652259902563,2.0,0.0054359350014854205,0.0,150,180,180,590,590,590,590,590,590,590,590
GET,/api/v1/accounts/114559319628826693/following,8,0,170.0,426.0059083790111,117.06242701620795,1151.0489140055142,1492.625,0.008697496002376673,0.0,300,540,850,850,1200,1200,1200,1200,1200,1200,1200
POST,/api/v1/accounts/114559319628826693/unfollow,2,0,194.46909197722562,867.9119689913932,194.46909197722562,1541.3548460055608,294.0,0.002174374000594168,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
POST,/api/v1/accounts/114559319654240422/follow,3,0,330.0,406.44072398814995,226.96913400432095,661.0712969850283,292.0,0.0032615610008912524,0.0,330,330,660,660,660,660,660,660,660,660,660
GET,/api/v1/accounts/114559319654240422/followers,7,0,170.0,386.75445813402933,130.53732298430987,1507.7531229762826,352.2857142857143,0.007610309002079588,0.0,170,180,430,430,1500,1500,1500,1500,1500,1500,1500
GET,/api/v1/accounts/114559319654240422/following,6,0,200.0,447.4734226629759,128.27823602128774,1472.1419559791684,530.1666666666666,0.006523122001782505,0.0,350,350,380,380,1500,1500,1500,1500,1500,1500,1500
POST,/api/v1/accounts/114559319654240422/unfollow,3,0,660.0,962.9807616681015,139.45801701629534,2086.988406983437,294.0,0.0032615610008912524,0.0,660,660,2100,2100,2100,2100,2100,2100,2100,2100,2100
POST,/api/v1/accounts/114559319698552621/follow,3,0,620.0,556.8431573337875,377.60673102457076,670.8028389839455,292.0,0.0032615610008912524,0.0,620,620,670,670,670,670,670,670,670,670,670
GET,/api/v1/accounts/114559319698552621/followers,5,0,200.0,397.1423639974091,125.71778800338507,1294.9681140016764,328.4,0.0054359350014854205,0.0,200,220,220,1300,1300,1300,1300,1300,1300,1300,1300
GET,/api/v1/accounts/114559319698552621/following,6,0,190.0,330.8691656711744,175.04243602161296,752.8516849852167,2923.3333333333335,0.006523122001782505,0.0,280,280,400,400,750,750,750,750,750,750,750
POST,/api/v1/accounts/114559319698552621/unfollow,3,0,160.0,678.4005393274128,147.9998639842961,1729.9819019972347,294.0,0.0032615610008912524,0.0,160,160,1700,1700,1700,1700,1700,1700,1700,1700,1700
POST,/api/v1/accounts/114559319718431391/follow,1,0,609.2395290033892,609.2395290033892,609.2395290033892,609.2395290033892,292.0,0.001087187000297084,0.0,610,610,610,610,610,610,610,610,610,610,610
GET,/api/v1/accounts/114559319718431391/followers,6,0,630.0,512.7500766636027,132.39374698605388,854.3606899911538,138.16666666666666,0.006523122001782505,0.0,630,630,700,700,850,850,850,850,850,850,850
GET,/api/v1/accounts/114559319718431391/following,9,0,220.0,309.75211721832034,125.41775201680139,724.9364909948781,4354.222222222223,0.009784683002673756,0.0,220,240,310,670,720,720,720,720,720,720,720
POST,/api/v1/accounts/114559319718431391/unfollow,1,0,537.0127640198916,537.0127640198916,537.0127640198916,537.0127640198916,294.0,0.001087187000297084,0.0,540,540,540,540,540,540,540,540,540,540,540
POST,/api/v1/accounts/114559319752918326/follow,2,0,170.0,422.22724300518166,165.44354302459396,679.0109429857694,292.0,0.002174374000594168,0.0,680,680,680,680,680,680,680,680,680,680,680
GET,/api/v1/accounts/114559319752918326/followers,4,0,400.0,491.71564901189413,159.121443022741,774.4415670167655,1429.25,0.004348748001188336,0.0,630,630,770,770,770,770,770,770,770,770,770
GET,/api/v1/accounts/114559319752918326/following,2,0,131.81708700722083,384.30914950731676,131.81708700722083,636.8012120074127,2817.5,0.002174374000594168,0.0,640,640,640,640,640,640,640,640,640,640,640
POST,/api/v1/accounts/114559319752918326/unfollow,2,0,1529.6299280016683,1596.8412314978195,1529.6299280016683,1664.0525349939708,294.0,0.002174374000594168,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
POST,/api/v1/accounts/114559319781872205/follow,1,0,573.6195520148613,573.6195520148613,573.6195520148613,573.6195520148613,292.0,0.001087187000297084,0.0,570,570,570,570,570,570,570,570,570,570,570
GET,/api/v1/accounts/114559319781872205/followers,6,0,140.0,218.2296028283114,124.6564989851322,525.4886070033535,2.0,0.006523122001782505,0.0,170,170,200,200,530,530,530,530,530,530,530
GET,/api/v1/accounts/114559319781872205/following,5,0,450.0,625.5955964094028,154.50157702434808,1599.5972370146774,2256.8,0.0054359350014854205,0.0,450,740,740,1600,1600,1600,1600,1600,1600,1600,1600
POST,/api/v1/accounts/114559319781872205/unfollow,1,0,667.3256130015943,667.3256130015943,667.3256130015943,667.3256130015943,294.0,0.001087187000297084,0.0,670,670,670,670,670,670,670,670,670,670,670
POST,/api/v1/accounts/114559319809119792/follow,2,0,610.0,855.9753655135864,609.0331340092234,1102.9175970179494,292.0,0.002174374000594168,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/v1/accounts/114559319809119792/followers,5,0,620.0,548.6717684019823,125.87948702275753,1035.47306501423,167.0,0.0054359350014854205,0.0,620,770,770,1000,1000,1000,1000,1000,1000,1000,1000
GET,/api/v1/accounts/114559319809119792/following,5,0,150.0,186.28495979937725,124.3941519933287,365.62200501793995,471.6,0.0054359350014854205,0.0,150,160,160,370,370,370,370,370,370,370,370
POST,/api/v1/accounts/114559319809119792/unfollow,2,0,1133.6210219888017,1483.1638954929076,1133.6210219888017,1832.7067689970136,294.0,0.002174374000594168,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
POST,/api/v1/accounts/114559319829436792/follow,3,0,330.0,484.1729286611856,250.18625700613484,873.0444379907567,292.0,0.0032615610008912524,0.0,330,330,870,870,870,870,870,870,870,870,870
GET,/api/v1/accounts/114559319829436792/followers,8,0,180.0,219.1822913773649,143.81586998933926,359.15516401291825,207.125,0.008697496002376673,0.0,200,220,350,350,360,360,360,360,360,360,360
GET,/api/v1/accounts/114559319829436792/following,4,0,210.0,260.72206749086035,199.80468999710865,325.57949097827077,3619.5,0.004348748001188336,0.0,310,310,330,330,330,330,330,330,330,330,330
POST,/api/v1/accounts/114559319829436792/unfollow,3,0,510.0,591.4449883372678,293.28353199525736,966.1760950111784,294.0,0.0032615610008912524,0.0,510,510,970,970,970,970,970,970,970,970,970
GET,/api/v1/accounts/114559319864733583/followers,6,0,290.0,597.2650268328531,144.34888199320994,1313.2163859845605,2.0,0.006523122001782505,0.0,570,570,990,990,1300,1300,1300,1300,1300,1300,1300
GET,/api/v1/accounts/114559319864733583/following,7,0,250.0,278.96739542484283,137.917328014737,461.81704697664827,2408.5714285714284,0.007610309002079588,0.0,250,290,400,400,460,460,460,460,460,460,460
POST,/api/v1/accounts/114559319901395540/follow,2,0,414.79126099147834,532.2377054981189,414.79126099147834,649.6841500047594,292.0,0.002174374000594168,0.0,650,650,650,650,650,650,650,650,650,650,650
GET,/api/v1/accounts/114559319901395540/followers,6,0,260.0,355.16965167577536,111.1200510058552,892.0260810118634,409.5,0.006523122001782505,0.0,370,370,370,370,890,890,890,890,890,890,890
GET,/api/v1/accounts/114559319901395540/following,5,0,180.0,174.03531220043078,145.4240160237532,207.50778799992986,1116.2,0.0054359350014854205,0.0,180,190,190,210,210,210,210,210,210,210,210
POST,/api/v1/accounts/114559319901395540/unfollow,2,0,271.8753170047421,1020.2394395018928,271.8753170047421,1768.6035619990434,294.0,0.002174374000594168,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
POST,/api/v1/accounts/114559319936344637/follow,3,0,170.0,222.2348490031436,146.9289209926501,351.4242540113628,292.0,0.0032615610008912524,0.0,170,170,350,350,350,350,350,350,350,350,350
GET,/api/v1/accounts/114559319936344637/followers,8,0,150.0,387.0199220000359,130.1934969960712,1131.5997870115098,2.0,0.008697496002376673,0.0,180,210,1000,1000,1100,1100,1100,1100,1100,1100,1100
GET,/api/v1/accounts/114559319936344637/following,4,0,170.0,390.10338799562305,120.49831901094876,860.2685809892137,3045.75,0.004348748001188336,0.0,410,410,860,860,860,860,860,860,860,860,860
POST,/api/v1/accounts/114559319936344637/unfollow,3,0,300.0,723.7038023401207,145.88484101113863,1723.4740440035239,294.0,0.0032615610008912524,0.0,300,300,1700,1700,1700,1700,1700,1700,1700,1700,1700
POST,/api/v1/accounts/114559319964641835/follow,2,0,450.7695189968217,647.3364880075678,450.7695189968217,843.9034570183139,292.0,0.002174374000594168,0.0,840,840,840,840,840,840,840,840,840,840,840
GET,/api/v1/accounts/114559319964641835/followers,5,0,770.0,805.7812288054265,173.03295800229535,1784.8992700164672,654.4,0.0054359350014854205,0.0,770,1100,1100,1800,1800,1800,1800,1800,1800,1800,1800
GET,/api/v1/accounts/114559319964641835/following,7,0,200.0,376.4686234270422,132.57659299415536,1100.4253209976014,1052.4285714285713,0.007610309002079588,0.0,200,220,640,640,1100,1100,1100,1100,1100,1100,1100
POST,/api/v1/accounts/114559319964641835/unfollow,2,0,220.23050600546412,719.640558512765,220.23050600546412,1219.0506110200658,294.0,0.002174374000594168,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
POST,/api/v1/accounts/114559319989243520/follow,3,0,580.0,615.1768283355826,170.83739599911496,1094.913714012364,292.0,0.0032615610008912524,0.0,580,580,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/v1/accounts/114559319989243520/followers,5,0,200.0,186.98211680166423,116.90854097832926,288.0898930015974,491.0,0.0054359350014854205,0.0,200,210,210,290,290,290,290,290,290,290,290
GET,/api/v1/accounts/114559319989243520/following,5,0,180.0,262.29149099090137,141.1656129930634,448.53327100281604,2242.2,0.0054359350014854205,0.0,180,360,360,450,450,450,450,450,450,450,450
POST,/api/v1/accounts/114559319989243520/unfollow,3,0,1800.0,1364.93142300363,282.7262810023967,2052.31401900528,294.0,0.0032615610008912524,0.0,1800,1800,2100,2100,2100,2100,2100,2100,2100,2100,2100
POST,/api/v1/accounts/114559320020251562/follow,4,0,190.0,202.5444757528021,140.06181800505146,241.56084601418115,292.0,0.004348748001188336,0.0,240,240,240,240,240,240,240,240,240,240,240
GET,/api/v1/accounts/114559320020251562/followers,7,0,140.0,301.7629130003375,133.67769101751037,1153.904611011967,1406.5714285714287,0.007610309002079588,0.0,140,160,250,250,1200,1200,1200,1200,1200,1200,1200
GET,/api/v1/accounts/114559320020251562/following,5,0,150.0,166.53690359089524,115.5997909954749,242.18667898094282,1137.0,0.0054359350014854205,0.0,150,190,190,240,240,240,240,240,240,240,240
POST,/api/v1/accounts/114559320020251562/unfollow,4,0,1500.0,1472.962896754325,1050.4895100020804,1865.4228459927253,294.0,0.004348748001188336,0.0,1500,1500,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/api/v1/accounts/114559320062687161/followers,6,0,240.0,371.9688818334059,121.11333198845387,974.8935090028681,2.0,0.006523122001782505,0.0,350,350,390,390,970,970,970,970,970,970,970
GET,/api/v1/accounts/114559320062687161/following,6,0,170.0,354.84016984022065,144.67336400412023,720.9082859917544,523.3333333333334,0.006523122001782505,0.0,360,360,580,580,720,720,720,720,720,720,720
POST,/api/v1/accounts/114559320093931772/follow,3,0,250.0,662.9033039983673,138.58845000504516,1601.7768679885194,292.0,0.0032615610008912524,0.0,250,250,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/api/v1/accounts/114559320093931772/followers,6,0,140.0,233.02115366095677,132.23261400707997,664.0436990128364,273.0,0.006523122001782505,0.0,140,140,190,190,660,660,660,660,660,660,660
GET,/api/v1/accounts/114559320093931772/following,6,0,250.0,362.78875966672786,120.68891400122084,711.4644020039123,2424.5,0.006523122001782505,0.0,380,380,530,530,710,710,710,710,710,710,710
POST,/api/v1/accounts/114559320093931772/unfollow,3,0,240.0,348.2575180047813,137.22413100185804,668.0152900225949,294.0,0.0032615610008912524,0.0,240,240,670,670,670,670,670,670,670,670,670
GET,/api/v1/accounts/114559320121179165/followers,13,0,190.0,219.36420177091628,109.61738298647106,393.4638199862093,2.0,0.014133431003862093,0.0,190,240,270,330,380,390,390,390,390,390,390
GET,/api/v1/accounts/114559320121179165/following,8,0,190.0,269.87876375278574,154.0141000004951,557.5246700027492,5544.625,0.008697496002376673,0.0,190,250,480,480,560,560,560,560,560,560,560
POST,/api/v1/accounts/114559320154015726/follow,4,0,380.0,367.4901769918506,155.35977500258014,499.17106798966415,292.0,0.004348748001188336,0.0,430,430,500,500,500,500,500,500,500,500,500
GET,/api/v1/accounts/114559320154015726/followers,8,0,130.0,326.1708784921211,117.44538901257329,1547.3434219893534,205.75,0.008697496002376673,0.0,180,190,210,210,1500,1500,1500,1500,1500,1500,1500
GET,/api/v1/accounts/114559320154015726/following,7,0,170.0,373.8396997131141,114.60496400832199,1401.5033290197607,1032.5714285714287,0.007610309002079588,0.0,170,300,380,380,1400,1400,1400,1400,1400,1400,1400
POST,/api/v1/accounts/114559320154015726/unfollow,4,0,340.0,454.47042451269226,158.1893530092202,828.3584290184081,294.0,0.004348748001188336,0.0,490,490,830,830,830,830,830,830,830,830,830
POST,/api/v1/accounts/114559320195988480/follow,1,0,629.0392520022579,629.0392520022579,629.0392520022579,629.0392520022579,292.0,0.001087187000297084,0.0,630,630,630,630,630,630,630,630,630,630,630
GET,/api/v1/accounts/114559320195988480/followers,8,0,340.0,401.2210649998451,123.97760298335925,831.5490290115122,2.0,0.008697496002376673,0.0,450,460,670,670,830,830,830,830,830,830,830
GET,/api/v1/accounts/114559320195988480/following,3,0,161.15908799110912,172.82125465377854,161.15908799110912,193.07025798480026,1592.0,0.0032615610008912524,0.0,160,160,190,190,190,190,190,190,190,190,190
POST,/api/v1/accounts/114559320195988480/unfollow,1,0,930.5201579991262,930.5201579991262,930.5201579991262,930.5201579991262,294.0,0.001087187000297084,0.0,930,930,930,930,930,930,930,930,930,930,930
POST,/api/v1/accounts/114559320217305124/follow,1,0,140.46634099213406,140.46634099213406,140.46634099213406,140.46634099213406,292.0,0.001087187000297084,0.0,140,140,140,140,140,140,140,140,140,140,140
